Bin_ID	Adherence	Antimicrobial	Biofilm	EDS	Exoenzyme	Exotoxin	Immune Mod.	Invasion	Motility	Nutri/Metab	Others	PTM	Regulation	Stress Survival	Total_VFs	Taxonomy	Full_Taxonomy	MAG_ID	Taxonomy_Label
binning_output.059	3	0	0	1	0	1	0	1	0	2	0	0	0	0	8	Phocaeicola vulgatus(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	S1-059	Phocaeicola vulgatus(S) S1-059
binning_output.165	1	0	1	2	0	0	0	0	0	2	0	0	2	0	8	Unclassified Bacteria (D)	Unclassified Bacteria	S1-165	Unclassified Bacteria (D) S1-165
binning_output.146	2	0	0	1	0	1	1	0	1	0	1	0	1	1	8	Bact-08 sp018053445(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08;s__Bact-08 sp018053445	S1-146	Bact-08 sp018053445(S) S1-146
binning_output.136	3	0	0	0	0	0	0	0	4	0	0	0	1	2	8	Unclassified Bacteria (D)	Unclassified Bacteria	S1-136	Unclassified Bacteria (D) S1-136
binning_output.109	4	0	0	1	0	0	1	0	0	2	0	0	0	0	8	Pseudomonas_E(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	S1-109	Pseudomonas_E(G) S1-109
binning_output.057	3	0	1	1	0	0	0	0	0	2	0	0	0	0	7	Marinobacterium_E(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__	S1-057	Marinobacterium_E(G) S1-057
binning_output.101	2	1	1	0	0	0	2	0	0	1	0	0	0	0	7	Bacteroides uniformis(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	S1-101	Bacteroides uniformis(S) S1-101
binning_output.251	2	0	0	1	0	0	1	0	0	2	0	0	1	0	7	Azonexus(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	S1-251	Azonexus(G) S1-251
binning_output.107	2	1	2	0	0	0	1	0	0	1	0	0	0	0	7	Stutzerimonas(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	S1-107	Stutzerimonas(G) S1-107
binning_output.029	0	0	0	1	0	0	5	0	0	1	0	0	0	0	7	Macellibacteroides(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__	S1-029	Macellibacteroides(G) S1-029
binning_output.216	5	0	0	0	0	0	0	0	1	1	0	0	0	0	7	Unclassified Bacteria (D)	Unclassified Bacteria	S1-216	Unclassified Bacteria (D) S1-216
binning_output.072	1	0	0	1	0	0	1	0	3	1	0	0	0	0	7	Comamonas(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	S1-072	Comamonas(G) S1-072
binning_output.081	1	0	1	1	0	0	2	0	0	0	1	0	0	0	6	Flavobacterium(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	S1-081	Flavobacterium(G) S1-081
binning_output.038	1	0	0	2	0	1	1	0	0	1	0	0	0	0	6	Flavobacterium(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	S1-038	Flavobacterium(G) S1-038
binning_output.041	2	1	0	0	0	0	1	1	0	1	0	0	0	0	6	Prevotella copri_B(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	S1-041	Prevotella copri_B(S) S1-041
binning_output.043	1	0	1	0	0	0	2	0	0	1	0	0	1	0	6	Flavobacterium(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	S1-043	Flavobacterium(G) S1-043
binning_output.011	0	1	0	1	0	1	0	0	0	1	1	0	1	1	6	Bacteroides_I(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__	S1-011	Bacteroides_I(G) S1-011
binning_output.006	0	0	0	1	0	0	2	0	1	1	0	0	1	0	6	Aliarcobacter(G)	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	S1-006	Aliarcobacter(G) S1-006
binning_output.196	1	0	0	0	0	0	1	0	2	2	0	0	0	0	6	Burkholderiaceae(F)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	S1-196	Burkholderiaceae(F) S1-196
binning_output.215	3	0	0	0	1	1	0	0	0	1	0	0	0	0	6	Unclassified Bacteria (D)	Unclassified Bacteria	S1-215	Unclassified Bacteria (D) S1-215
binning_output.104	0	0	0	0	0	0	2	0	3	1	0	0	0	0	6	RS62(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__	S1-104	RS62(G) S1-104
binning_output.053	1	0	0	0	0	0	2	0	0	2	0	0	0	0	5	Opacimonas sp000155775(S)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Opacimonas;s__Opacimonas sp000155775	S1-053	Opacimonas sp000155775(S) S1-053
binning_output.051	2	1	0	0	0	0	1	0	0	1	0	0	0	0	5	Comamonas(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	S1-051	Comamonas(G) S1-051
binning_output.020	2	1	0	0	0	0	1	0	1	0	0	0	0	1	5	Alteromonadaceae(F)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__;s__	S1-020	Alteromonadaceae(F) S1-020
binning_output.002	1	0	0	0	0	0	1	0	0	2	1	0	0	0	5	Aliarcobacter cryaerophilus_A(S)	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	S1-002	Aliarcobacter cryaerophilus_A(S) S1-002
binning_output.086	4	0	0	0	1	0	0	0	0	0	0	0	0	0	5	Prevotella(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	S1-086	Prevotella(G) S1-086
binning_output.071	1	0	0	1	0	0	1	0	0	2	0	0	0	0	5	Agathobacter rectalis(S)	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	S1-071	Agathobacter rectalis(S) S1-071
binning_output.093	0	0	1	0	0	0	3	0	0	0	0	0	0	0	4	UM-FILTER-40-17 sp018829465(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__UM-FILTER-40-17 sp018829465	S1-093	UM-FILTER-40-17 sp018829465(S) S1-093
binning_output.221	2	0	0	0	0	0	1	0	1	0	0	0	0	0	4	Unclassified Bacteria (D)	Unclassified Bacteria	S1-221	Unclassified Bacteria (D) S1-221
binning_output.242	2	0	0	1	1	0	0	0	0	0	0	0	0	0	4	Unclassified Bacteria (D)	Unclassified Bacteria	S1-242	Unclassified Bacteria (D) S1-242
binning_output.105	1	0	0	0	1	0	2	0	0	0	0	0	0	0	4	Unclassified Bacteria (D)	Unclassified Bacteria	S1-105	Unclassified Bacteria (D) S1-105
binning_output.036	3	0	0	1	0	0	0	0	0	0	0	0	0	0	4	Marinobacterium_E(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__	S1-036	Marinobacterium_E(G) S1-036
binning_output.265	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	Sulfurovum(G)	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	S1-265	Sulfurovum(G) S1-265
binning_output.009	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	Enterobacterales(O)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__;g__;s__	S1-009	Enterobacterales(O) S1-009
binning_output.266	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	Lachnospira(G)	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	S1-266	Lachnospira(G) S1-266
binning_output.005	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	Unclassified Bacteria (D)	Unclassified Bacteria	S1-005	Unclassified Bacteria (D) S1-005
binning_output.016	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	Bacteroides_I(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__	S1-016	Bacteroides_I(G) S1-016
binning_output.074	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	Succinivibrio sp000431835(S)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	S1-074	Succinivibrio sp000431835(S) S1-074
binning_output.001	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	Aliarcobacter cryaerophilus_A(S)	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	S1-001	Aliarcobacter cryaerophilus_A(S) S1-001
binning_output.225	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	Propionivibrio(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	S1-225	Propionivibrio(G) S1-225
binning_output.241	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	Unclassified Bacteria (D)	Unclassified Bacteria	S1-241	Unclassified Bacteria (D) S1-241
binning_output.088	0	0	0	1	0	0	1	0	0	1	0	0	0	0	3	UM-FILTER-40-17(G)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__	S1-088	UM-FILTER-40-17(G) S1-088
binning_output.060	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	Unclassified Bacteria (D)	Unclassified Bacteria	S1-060	Unclassified Bacteria (D) S1-060
binning_output.024	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	Roseivirga sp002786855(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga sp002786855	S1-024	Roseivirga sp002786855(S) S1-024
binning_output.247	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	Limnohabitans(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__	S1-247	Limnohabitans(G) S1-247
binning_output.058	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	Lentibacter algarum(S)	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lentibacter;s__Lentibacter algarum	S1-058	Lentibacter algarum(S) S1-058
binning_output.008	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	Unclassified Bacteria (D)	Unclassified Bacteria	S1-008	Unclassified Bacteria (D) S1-008
binning_output.004	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	Unclassified Bacteria (D)	Unclassified Bacteria	S1-004	Unclassified Bacteria (D) S1-004
binning_output.003	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	Aliarcobacter cryaerophilus_A(S)	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	S1-003	Aliarcobacter cryaerophilus_A(S) S1-003
binning_output.223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Unclassified Bacteria (D)	Unclassified Bacteria	S1-223	Unclassified Bacteria (D) S1-223
binning_output.040	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Marinobacterium_E sp949499045(S)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__Marinobacterium_E sp949499045	S1-040	Marinobacterium_E sp949499045(S) S1-040
binning_output.019	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Roseivirga sp002786855(S)	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga sp002786855	S1-019	Roseivirga sp002786855(S) S1-019
binning_output.226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Unclassified Bacteria (D)	Unclassified Bacteria	S1-226	Unclassified Bacteria (D) S1-226
binning_output.007	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Unclassified Bacteria (D)	Unclassified Bacteria	S1-007	Unclassified Bacteria (D) S1-007
binning_output.032	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Aquaspirillum(G)	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;s__	S1-032	Aquaspirillum(G) S1-032
